partition_dt;okrug_mt;province_mt;locality_mt;count;latitude_mt_avg;longitude_mt_avg;locality;latitude;longitude
2021-03-01;Центральный федеральный округ;Владимирская область;Владимир;11821;56.1344776809103700000000;40.3875523535400000000000;Владимир;56.1045285;40.3283175
2021-03-01;Приволжский федеральный округ;Пензенская область;Пенза;11683;53.2040105309625000000000;44.9897891033975000000000;Пенза;53.195042;45.018316
2021-03-01;Северо-Кавказский федеральный округ;Ставропольский край;Ставрополь;11678;45.0317581720318200000000;41.9438476739318200000000;Ставрополь;45.04333;41.969101
2021-03-01;Дальневосточный федеральный округ;Республика Саха (Якутия);Якутск;11049;62.0339866286568600000000;129.7181775496372500000000;Якутск;62.027216;129.732178
2021-03-01;Центральный федеральный округ;Калужская область;Калуга;10957;54.5205977546390200000000;36.2599783975634100000000;Калуга;54.32;36.16
2021-03-01;Центральный федеральный округ;Курская область;Курск;10822;51.7314071046896600000000;36.1827351567689700000000;Курск;51.73083;36.193186
2021-03-01;Дальневосточный федеральный округ;Республика Бурятия;Улан-Удэ;10746;51.8224168646000000000000;107.6125800053666700000000;Улан-Удэ;51.834464;107.584574
2021-03-01;Центральный федеральный округ;Тверская область;Тверь;10687;56.8420655215848500000000;35.8985413529878800000000;Тверь;56.859847;35.911995
2021-03-01;Центральный федеральный округ;Московская область;Химки;10533;55.9008256577228600000000;37.4226455691542900000000;Химки;55.88874;37.43039
2021-03-01;Центральный федеральный округ;Брянская область;Брянск;10459;53.2556785888214300000000;34.3465008904321400000000;Брянск;53.287848;34.317139499999996
2021-03-01;Южный федеральный округ;Астраханская область;Астрахань;10308;46.3455448657769200000000;48.0381049997692300000000;Астрахань;46.347614;48.030169
2021-03-01;Северо-Западный федеральный округ;Вологодская область;Вологда;10171;59.2095290529440000000000;39.8776736491320000000000;Вологда;59.220496;39.891523
2021-03-01;Дальневосточный федеральный округ;Забайкальский край;Чита;9709;52.0447781832592600000000;113.4800815659777800000000;Чита;52.033635;113.501049
2021-03-01;Центральный федеральный округ;Смоленская область;Смоленск;9593;54.7772423606956500000000;32.0500243031652200000000;Смоленск;54.782635;32.045251
2021-03-01;Центральный федеральный округ;Ивановская область;Иваново;9290;56.9915770532381000000000;40.9859997886619000000000;Иваново;57.000348;40.973921
2021-03-01;Центральный федеральный округ;Липецкая область;Липецк;9240;52.6019624690121200000000;39.5628630143030300000000;Липецк;52.60882;39.59922
2021-03-01;Северо-Западный федеральный округ;Архангельская область;Архангельск;9003;64.5496762005321400000000;40.5718812425785700000000;Архангельск;64.539911;40.515753
2021-03-01;Уральский федеральный округ;Челябинская область;Магнитогорск;8951;53.4097423308227300000000;58.9550364444863600000000;Магнитогорск;53.407158;58.980282
2021-03-01;Приволжский федеральный округ;Республика Татарстан;Набережные Челны;8940;55.7236333506050000000000;52.3877160257850000000000;Набережные Челны;55.7057135;52.344962
2021-03-01;Центральный федеральный округ;Московская область;Балашиха;8611;55.7910585229525000000000;37.9549967968650000000000;Балашиха;55.796339;37.938199
2021-03-01;Сибирский федеральный округ;Кемеровская область;Новокузнецк;7876;53.7613846297833300000000;87.1428075608541700000000;Новокузнецк;53.757547;87.136044
2021-03-01;Северо-Западный федеральный округ;Республика Карелия;Петрозаводск;7771;61.7829023057208300000000;34.3612865340166700000000;Петрозаводск;61.785017;34.346878
2021-03-01;Центральный федеральный округ;Тамбовская область;Тамбов;7702;52.7414498691300000000000;41.4330843180950000000000;Тамбов;52.721219;41.452274
2021-03-01;Уральский федеральный округ;Курганская область;Курган;7512;55.4512676659833300000000;65.3275813224888900000000;Курган;55.441004;65.341118
2021-03-01;Приволжский федеральный округ;Республика Мордовия;Саранск;7507;54.1958924594000000000000;45.1822929827363600000000;Саранск;54.187433;45.183938
2021-03-01;Северо-Западный федеральный округ;Мурманская область;Мурманск;7364;68.9617921947350000000000;33.0861735398450000000000;Мурманск;68.58;33.05
2021-03-01;Северо-Западный федеральный округ;Республика Коми;Сыктывкар;7362;61.6826827104600000000000;50.8093703653240000000000;Сыктывкар;61.668793;50.836399
2021-03-01;Центральный федеральный округ;Орловская область;Орел;7249;52.9682982604200000000000;36.0711022506466700000000;Орел;52.58;36.05
2021-03-01;Южный федеральный округ;Севастополь;Севастополь;7150;44.5944761111700000000000;33.5062063958500000000000;Севастополь;44.616604;33.525369
2021-03-01;Центральный федеральный округ;Московская область;Подольск;6888;55.4068789458709700000000;37.5399958244419400000000;Подольск;55.431177;37.544737
2021-03-01;Центральный федеральный округ;Костромская область;Кострома;6823;57.7604972910409100000000;40.9523619250363600000000;Кострома;57.767961;40.926858
2021-03-01;Северо-Западный федеральный округ;Вологодская область;Череповец;6613;59.1170702749666700000000;37.9443039016833300000000;Череповец;59.122612;37.903461
2021-03-01;Южный федеральный округ;Республика Крым;Симферополь;6412;44.9565988938416700000000;34.1046507701250000000000;Симферополь;44.948237;34.100318
2021-03-01;Приволжский федеральный округ;Республика Марий Эл;Йошкар-Ола;6406;56.6328842409136400000000;47.8946251051909100000000;Йошкар-Ола;56.631595;47.886178
2021-03-01;Центральный федеральный округ;Московская область;Красногорск;6268;55.8266703602622200000000;37.3271872635111100000000;Красногорск;55.831099;37.330192
2021-03-01;Центральный федеральный округ;Московская область;Мытищи;6156;55.9095610824153800000000;37.7251201924115400000000;Мытищи;55.910483;37.736402
2021-03-01;Северо-Западный федеральный округ;Псковская область;Псков;5967;57.8185510920777800000000;28.3292337678388900000000;Псков;57.819274;28.332451
2021-03-01;Дальневосточный федеральный округ;Сахалинская область;Южно-Сахалинск;5894;46.9586943251227300000000;142.7390957218045500000000;Южно-Сахалинск;46.959148;142.737987
2021-03-01;Дальневосточный федеральный округ;Амурская область;Благовещенск;5518;50.2783752083680000000000;127.5235627957600000000000;Благовещенск;50.257451;127.534611
2021-03-01;Южный федеральный округ;Краснодарский край;Новороссийск;5468;44.7207585681166700000000;37.7644593745041700000000;Новороссийск;44.723912;37.768974
2021-03-01;Сибирский федеральный округ;Республика Хакасия;Абакан;5463;53.7277303800000000000000;91.4340599412571400000000;Абакан;53.721152;91.442387
2021-03-01;Сибирский федеральный округ;Иркутская область;Братск;5427;56.1903020281450000000000;101.6478216891550000000000;Братск;56.151362;101.63408
2021-03-01;Приволжский федеральный округ;Республика Башкортостан;Стерлитамак;5410;53.6271819625052600000000;55.9312665741631600000000;Стерлитамак;53.630403;55.930825
2021-03-01;Южный федеральный округ;Ростовская область;Таганрог;5374;47.2308496315312500000000;38.9045832483375000000000;Таганрог;47.22064;38.914713
2021-03-01;Уральский федеральный округ;Ханты-Мансийский автономный округ;Нижневартовск;5201;61.0330747825066700000000;76.4890479360800000000000;Нижневартовск;60.938545;76.558902
2021-03-01;Сибирский федеральный округ;Иркутская область;Ангарск;4970;52.5193124709529400000000;103.8647580753705900000000;Ангарск;52.544358;103.88824
2021-03-01;Уральский федеральный округ;Свердловская область;Нижний Тагил;4953;57.8955929955466700000000;60.0029243689733300000000;Нижний Тагил;57.907605;59.972211
2021-03-01;Центральный федеральный округ;Московская область;Королев;4937;55.9180722994850000000000;37.8409297401350000000000;Королев;55.55;37.49
2021-03-01;Северо-Западный федеральный округ;Архангельская область;Северодвинск;4716;64.5586504762133300000000;39.8010451386866700000000;Северодвинск;64.562501;39.818175
2021-03-01;Северо-Западный федеральный округ;Новгородская область;Великий Новгород;4663;58.5343523123750000000000;31.2656524721250000000000;Великий Новгород;58.52281;31.269915
2021-03-01;Приволжский федеральный округ;Нижегородская область;Дзержинск;4417;56.2062145084562500000000;43.4641390530062500000000;Дзержинск;56.238377;43.461625
2021-03-01;Приволжский федеральный округ;Саратовская область;Энгельс;4330;51.4883144412375000000000;46.1359477626312500000000;Энгельс;51.485489;46.126783
2021-03-01;Южный федеральный округ;Краснодарский край;Анапа;4192;44.8940147203090900000000;37.3253433310227300000000;Анапа;44.894965;37.31617
2021-03-01;Северо-Кавказский федеральный округ;Ставропольский край;Пятигорск;3963;44.0474502987923100000000;43.0424101872846200000000;Пятигорск;44.039795;43.070634
2021-03-01;Приволжский федеральный округ;Оренбургская область;Орск;3888;51.2328425730687500000000;58.4903094751187500000000;Орск;51.229362;58.475196
2021-03-01;Центральный федеральный округ;Курская область;Железногорск;2038;52.3463006426166700000000;35.3540518774666700000000;Железногорск;52.337971;35.351743
2021-03-01;Сибирский федеральный округ;Красноярский край;Железногорск;1925;56.2442082812333300000000;93.5367672703777800000000;Железногорск;56.252922;93.532264
2021-02-01;Центральный федеральный округ;Москва;Москва;254234;55.7490604127857100000000;37.5961709235631000000000;Москва;55.755814;37.617635
2021-02-01;Северо-Западный федеральный округ;Санкт-Петербург;Санкт-Петербург;121932;59.9262661793938300000000;30.3387910771604900000000;Санкт-Петербург;59.939095;30.315868
2021-02-01;Уральский федеральный округ;Свердловская область;Екатеринбург;45757;56.8658964734230800000000;60.5706711271865400000000;Екатеринбург;56.5;60.35
2021-02-01;Сибирский федеральный округ;Новосибирская область;Новосибирск;44553;55.0215723654568200000000;82.9465735957545500000000;Новосибирск;55.030199;82.92043
2021-02-01;Южный федеральный округ;Краснодарский край;Краснодар;34767;45.0610530747823900000000;38.9957179218360650000000;Краснодар;45.02;38.59
2021-02-01;Приволжский федеральный округ;Республика Татарстан;Казань;31000;55.8003876991222200000000;49.1472637193355600000000;Казань;55.796289;49.108795
2021-02-01;Уральский федеральный округ;Челябинская область;Челябинск;30573;55.1918198251000000000000;61.3461969359061200000000;Челябинск;55.159897;61.402554
2021-02-01;Сибирский федеральный округ;Омская область;Омск;29990;55.9945485397034500000000;72.3587313478103400000000;Омск;54.989342;73.368212
2021-02-01;Приволжский федеральный округ;Республика Башкортостан;Уфа;29683;54.7590231096363600000000;56.0076176843022700000000;Уфа;54.735147;55.958727
2021-02-01;Приволжский федеральный округ;Пермский край;Пермь;29103;58.0050485324697700000000;56.2153248463930200000000;Пермь;58.01045;56.229434
2021-02-01;Приволжский федеральный округ;Самарская область;Самара;29070;53.2258257644355600000000;50.1964767554444400000000;Самара;53.195538;50.101783
2021-02-01;Сибирский федеральный округ;Красноярский край;Красноярск;28231;56.0252088376790700000000;92.8874250254209300000000;Красноярск;56.010563;92.852572
2021-02-01;Приволжский федеральный округ;Нижегородская область;Нижний Новгород;27214;56.2922219617440000000000;43.9814621907040000000000;Нижний Новгород;56.326797;44.006516
2021-02-01;Центральный федеральный округ;Воронежская область;Воронеж;26665;51.6799721482047600000000;39.1960260521690500000000;Воронеж;51.660781;39.200269
2021-02-01;Южный федеральный округ;Ростовская область;Ростов-на-Дону;25889;47.2405538615395300000000;39.7068664146604700000000;Ростов-на-Дону;47.222078;39.720349
2021-02-01;Уральский федеральный округ;Тюменская область;Тюмень;24000;57.1572717580777800000000;65.5573631723755600000000;Тюмень;57.153033;65.534328
2021-02-01;Сибирский федеральный округ;Иркутская область;Иркутск;22178;52.2810333638289500000000;104.2812754559763200000000;Иркутск;52.287054;104.281047
2021-02-01;Южный федеральный округ;Краснодарский край;Сочи;21327;43.5488075130163300000000;39.7930029272163300000000;Сочи;43.585525;39.723062
2021-02-01;Южный федеральный округ;Волгоградская область;Волгоград;20204;48.7119824955138900000000;44.5132627706194400000000;Волгоград;48.707067;44.516948
2021-02-01;Приволжский федеральный округ;Саратовская область;Саратов;19518;51.5438527576250000000000;45.9977836131166700000000;Саратов;51.533103;46.034158
2021-02-01;Приволжский федеральный округ;Удмуртская Республика;Ижевск;19145;56.8535495045733300000000;53.2284040677933300000000;Ижевск;56.8745655;53.1791195
2021-02-01;Северо-Западный федеральный округ;Калининградская область;Калининград;17902;54.7185523781384600000000;20.4974136914769200000000;Калининград;54.710157;20.510137
2021-02-01;Дальневосточный федеральный округ;Приморский край;Владивосток;17096;43.1248595088882400000000;131.9251876239941200000000;Владивосток;43.115536;131.885485
2021-02-01;Дальневосточный федеральный округ;Хабаровский край;Хабаровск;16985;48.4693318783806500000000;135.0812586365903200000000;Хабаровск;48.480223;135.071917
2021-02-01;Сибирский федеральный округ;Алтайский край;Барнаул;16700;53.3498277269230750000000;83.7287104810458800000000;Барнаул;53.346785;83.776856
2021-02-01;Приволжский федеральный округ;Оренбургская область;Оренбург;15517;51.7967541606928600000000;55.1280142745714300000000;Оренбург;51.768199;55.096955
2021-02-01;Сибирский федеральный округ;Томская область;Томск;15274;56.4841826007333300000000;84.9817053655714300000000;Томск;56.436229499999996;85.009911
2021-02-01;Приволжский федеральный округ;Кировская область;Киров;14977;58.5909503358000000000000;49.6491955615160000000000;Киров;58.603591;49.668014
2021-02-01;Центральный федеральный округ;Ярославская область;Ярославль;14300;57.6196757449307700000000;39.8726468379730800000000;Ярославль;57.626559;39.893804
2021-02-01;Сибирский федеральный округ;Кемеровская область;Кемерово;13784;55.3573122972909100000000;86.1275110825681800000000;Кемерово;55.354727;86.088374
2021-02-01;Центральный федеральный округ;Тульская область;Тула;13423;54.1829011028346200000000;37.6119538065500000000000;Тула;54.193122;37.617348
2021-02-01;Приволжский федеральный округ;Самарская область;Тольятти;12805;53.5242040787296300000000;49.3521457859629600000000;Тольятти;53.5088;49.41918
2021-02-01;Центральный федеральный округ;Рязанская область;Рязань;12688;54.6260254686428600000000;39.7313455720514300000000;Рязань;54.629216;39.736375
2021-02-01;Приволжский федеральный округ;Ульяновская область;Ульяновск;11807;54.3248167348381000000000;48.4333473650190500000000;Ульяновск;54.314192;48.403123
2021-02-01;Центральный федеральный округ;Белгородская область;Белгород;11697;50.5997925149320000000000;36.5754250170400000000000;Белгород;50.595414;36.587268
2021-02-01;Приволжский федеральный округ;Чувашская Республика;Чебоксары;11636;56.1242375414187500000000;47.2557647971125000000000;Чебоксары;56.143529;47.251123
2021-02-01;Уральский федеральный округ;Ханты-Мансийский автономный округ;Сургут;11459;61.2590600470520000000000;73.4022728183560000000000;Сургут;61.254035;73.396221
2021-02-01;Центральный федеральный округ;Владимирская область;Владимир;11439;56.1349787277103700000000;40.3869702423644450000000;Владимир;56.1045285;40.3283175
2021-02-01;Северо-Кавказский федеральный округ;Ставропольский край;Ставрополь;11432;45.0286124761150000000000;41.9387413407550000000000;Ставрополь;45.04333;41.969101
2021-02-01;Приволжский федеральный округ;Пензенская область;Пенза;11213;53.2114681115454500000000;44.9808186084333300000000;Пенза;53.195042;45.018316
2021-02-01;Центральный федеральный округ;Московская область;Химки;10691;55.8963156376285700000000;37.4301118536000000000000;Химки;55.88874;37.43039
2021-02-01;Дальневосточный федеральный округ;Республика Саха (Якутия);Якутск;10577;62.0418728955087000000000;129.7260811807826100000000;Якутск;62.027216;129.732178
2021-02-01;Центральный федеральный округ;Калужская область;Калуга;10499;54.5211213122685700000000;36.2603659062057100000000;Калуга;54.32;36.16
2021-02-01;Центральный федеральный округ;Курская область;Курск;10462;51.7281833067285700000000;36.1718655499928600000000;Курск;51.73083;36.193186
2021-02-01;Дальневосточный федеральный округ;Республика Бурятия;Улан-Удэ;10450;51.8259028914636400000000;107.6302617070590900000000;Улан-Удэ;51.834464;107.584574
2021-02-01;Центральный федеральный округ;Тверская область;Тверь;10332;56.8432355627343800000000;35.8939993773812500000000;Тверь;56.859847;35.911995
2021-02-01;Центральный федеральный округ;Брянская область;Брянск;10132;53.2592957066846200000000;34.3405891326576900000000;Брянск;53.287848;34.317139499999996
2021-02-01;Южный федеральный округ;Астраханская область;Астрахань;10083;46.3490783759680000000000;48.0425440538160000000000;Астрахань;46.347614;48.030169
2021-02-01;Северо-Западный федеральный округ;Вологодская область;Вологда;9730;59.2134596993710500000000;39.8899781575289500000000;Вологда;59.220496;39.891523
2021-02-01;Центральный федеральный округ;Смоленская область;Смоленск;9338;54.7784219265521700000000;32.0520158146087000000000;Смоленск;54.782635;32.045251
2021-02-01;Дальневосточный федеральный округ;Забайкальский край;Чита;9284;52.0441052872000000000000;113.4837834057958300000000;Чита;52.033635;113.501049
2021-02-01;Центральный федеральный округ;Ивановская область;Иваново;9058;56.9885749321136400000000;40.9826487331954500000000;Иваново;57.000348;40.973921
2021-02-01;Центральный федеральный округ;Липецкая область;Липецк;8880;52.6050355971148100000000;39.5588703805851900000000;Липецк;52.60882;39.59922
2021-02-01;Северо-Западный федеральный округ;Архангельская область;Архангельск;8823;64.5391865917538500000000;40.5731370412384600000000;Архангельск;64.539911;40.515753
2021-02-01;Уральский федеральный округ;Челябинская область;Магнитогорск;8776;53.4159249882500000000000;58.9520135808944400000000;Магнитогорск;53.407158;58.980282
2021-02-01;Приволжский федеральный округ;Республика Татарстан;Набережные Челны;8656;55.7274490081473700000000;52.3873679901315800000000;Набережные Челны;55.7057135;52.344962
2021-02-01;Центральный федеральный округ;Московская область;Балашиха;8143;55.7972248972538500000000;37.9451274228794900000000;Балашиха;55.796339;37.938199
2021-02-01;Северо-Западный федеральный округ;Республика Карелия;Петрозаводск;7528;61.7818358257647100000000;34.3630716304000000000000;Петрозаводск;61.785017;34.346878
2021-02-01;Центральный федеральный округ;Тамбовская область;Тамбов;7507;52.7381788646812500000000;41.4365306448625000000000;Тамбов;52.721219;41.452274
2021-02-01;Сибирский федеральный округ;Кемеровская область;Новокузнецк;7484;53.7619164456827600000000;87.1472092325034500000000;Новокузнецк;53.757547;87.136044
2021-02-01;Уральский федеральный округ;Курганская область;Курган;7260;55.4544185250187500000000;65.3245831164250000000000;Курган;55.441004;65.341118
2021-02-01;Приволжский федеральный округ;Республика Мордовия;Саранск;7176;54.1904609680615400000000;45.1941614033538500000000;Саранск;54.187433;45.183938
2021-02-01;Северо-Западный федеральный округ;Мурманская область;Мурманск;7162;68.9649570512047600000000;33.0898759132285700000000;Мурманск;68.58;33.05
2021-02-01;Северо-Западный федеральный округ;Республика Коми;Сыктывкар;7140;61.6879184428840000000000;50.8158602450360000000000;Сыктывкар;61.668793;50.836399
2021-02-01;Центральный федеральный округ;Орловская область;Орел;6949;52.9725252589739100000000;36.0786693784826100000000;Орел;52.58;36.05
2021-02-01;Южный федеральный округ;Севастополь;Севастополь;6874;44.5934268168125000000000;33.4989916011375000000000;Севастополь;44.616604;33.525369
2021-02-01;Центральный федеральный округ;Московская область;Подольск;6617;55.4094133635464300000000;37.5365894250750000000000;Подольск;55.431177;37.544737
2021-02-01;Центральный федеральный округ;Костромская область;Кострома;6530;57.7543683226555600000000;40.9573669012500000000000;Кострома;57.767961;40.926858
2021-02-01;Северо-Западный федеральный округ;Вологодская область;Череповец;6419;59.1199796147666700000000;37.9424334236625000000000;Череповец;59.122612;37.903461
2021-02-01;Южный федеральный округ;Республика Крым;Симферополь;6201;44.9564657741700000000000;34.1035059518900000000000;Симферополь;44.948237;34.100318
2021-02-01;Приволжский федеральный округ;Республика Марий Эл;Йошкар-Ола;6182;56.6349904215333300000000;47.8939207058833300000000;Йошкар-Ола;56.631595;47.886178
2021-02-01;Центральный федеральный округ;Московская область;Красногорск;5875;55.8286236750525000000000;37.3256255744325000000000;Красногорск;55.831099;37.330192
2021-02-01;Центральный федеральный округ;Московская область;Мытищи;5843;55.9128659574781300000000;37.7320878184187500000000;Мытищи;55.910483;37.736402
2021-02-01;Северо-Западный федеральный округ;Псковская область;Псков;5802;57.8145247750058800000000;28.3319073992294100000000;Псков;57.819274;28.332451
2021-02-01;Дальневосточный федеральный округ;Сахалинская область;Южно-Сахалинск;5656;46.9434384347052600000000;142.7398570233157900000000;Южно-Сахалинск;46.959148;142.737987
2021-02-01;Сибирский федеральный округ;Республика Хакасия;Абакан;5340;53.7241326658461500000000;91.4306007454307700000000;Абакан;53.721152;91.442387
2021-02-01;Приволжский федеральный округ;Республика Башкортостан;Стерлитамак;5289;53.6297406478000000000000;55.9337123730294100000000;Стерлитамак;53.630403;55.930825
2021-02-01;Сибирский федеральный округ;Иркутская область;Братск;5254;56.2262340692894700000000;101.6803950968157900000000;Братск;56.151362;101.63408
2021-02-01;Дальневосточный федеральный округ;Амурская область;Благовещенск;5236;50.2775040401166700000000;127.5280745455583300000000;Благовещенск;50.257451;127.534611
2021-02-01;Южный федеральный округ;Ростовская область;Таганрог;5153;47.2302374580764700000000;38.8973206176235300000000;Таганрог;47.22064;38.914713
2021-02-01;Южный федеральный округ;Краснодарский край;Новороссийск;5044;44.7185507456000000000000;37.7636572053421100000000;Новороссийск;44.723912;37.768974
2021-02-01;Уральский федеральный округ;Ханты-Мансийский автономный округ;Нижневартовск;4998;61.0229291490882400000000;76.5003580702352900000000;Нижневартовск;60.938545;76.558902
2021-02-01;Сибирский федеральный округ;Иркутская область;Ангарск;4846;52.5249150078210500000000;103.8698689552947400000000;Ангарск;52.544358;103.88824
2021-02-01;Центральный федеральный округ;Московская область;Королев;4776;55.9195470374235300000000;37.8440320564058800000000;Королев;55.55;37.49
2021-02-01;Уральский федеральный округ;Свердловская область;Нижний Тагил;4732;57.9070690030000000000000;59.9954442594727300000000;Нижний Тагил;57.907605;59.972211
2021-02-01;Северо-Западный федеральный округ;Архангельская область;Северодвинск;4576;64.5558972822714300000000;39.8025950216857100000000;Северодвинск;64.562501;39.818175
2021-02-01;Северо-Западный федеральный округ;Новгородская область;Великий Новгород;4537;58.5350687367533300000000;31.2645915007733300000000;Великий Новгород;58.52281;31.269915
2021-02-01;Приволжский федеральный округ;Нижегородская область;Дзержинск;4296;56.1820692028785700000000;43.5006673768071400000000;Дзержинск;56.238377;43.461625
2021-02-01;Приволжский федеральный округ;Саратовская область;Энгельс;4197;51.4902329850111100000000;46.1339713524166700000000;Энгельс;51.485489;46.126783
2021-02-01;Южный федеральный округ;Краснодарский край;Анапа;3936;44.8948039712428600000000;37.3233459822619000000000;Анапа;44.894965;37.31617
2021-02-01;Северо-Кавказский федеральный округ;Ставропольский край;Пятигорск;3859;44.0467817618545500000000;43.0415577247363600000000;Пятигорск;44.039795;43.070634
2021-02-01;Приволжский федеральный округ;Оренбургская область;Орск;3787;51.2207044324666700000000;58.5221774793250000000000;Орск;51.229362;58.475196
2021-02-01;Центральный федеральный округ;Курская область;Железногорск;1986;52.3410177957000000000000;35.3553842266428600000000;Железногорск;52.337971;35.351743
2021-02-01;Сибирский федеральный округ;Красноярский край;Железногорск;1879;56.2405913763916700000000;93.5339773976750000000000;Железногорск;56.252922;93.532264
2021-01-01;Центральный федеральный округ;Москва;Москва;247011;55.7419353723647100000000;37.6104245003741200000000;Москва;55.755814;37.617635
